transaction_id,timestamp,account_id,merchant,category,amount,country,channel
T004437,2025-05-01 19:37:00,A0061,Uber,Travel,284.48,US,in_store
T004799,2025-02-05 14:26:00,A0166,Shell,Fuel,232.74,US,online
T004292,2025-03-29 09:58:00,A0063,Shell,Fuel,346.64,US,mobile
T003121,2025-01-11 09:37:00,A0056,Netflix,Subscription,129.74,US,mobile
T000610,2025-05-16 18:03:00,A0002,Costco,Retail,374.45,US,mobile
T001140,2025-01-19 15:38:00,A0015,Apple,Electronics,41.56,US,in_store
T003466,2025-01-27 21:57:00,A0099,Starbucks,Food,281.98,US,mobile
T004627,2025-01-18 13:25:00,A0087,Apple,Electronics,22.16,US,online
T001782,2025-03-27 11:29:00,A0130,Marriott,Travel,295.53,US,online
T001658,2025-03-31 21:21:00,A0068,Apple,Electronics,237.71,US,atm
T000764,2025-01-23 10:10:00,A0096,Target,Retail,41.1,US,atm
T003146,2025-05-25 19:39:00,A0169,Amazon,Retail,28.56,US,mobile
T003479,2025-05-19 17:18:00,A0120,Apple,Electronics,113.6,US,atm
T000380,2025-04-16 13:49:00,A0075,Walmart,Retail,291.31,US,in_store
T003145,2025-01-01 21:22:00,A0141,Costco,Retail,277.2,US,in_store
T003521,2025-03-31 21:26:00,A0167,Uber,Travel,358.96,US,in_store
T000953,2025-05-29 10:59:00,A0190,Walmart,Retail,19.57,US,mobile
T002227,2025-01-11 07:14:00,A0123,Shell,Fuel,380.24,US,atm
T000033,2025-01-14 17:41:00,A0120,Marriott,Travel,43.88,US,atm
T004385,2025-05-05 08:59:00,A0103,Netflix,Subscription,133.89,US,mobile
T001119,2025-02-16 13:50:00,A0108,Starbucks,Food,16.37,US,in_store
T003076,2025-03-09 13:13:00,A0047,Marriott,Travel,47.57,US,in_store
T001656,2025-02-22 18:05:00,A0093,Shell,Fuel,368.66,US,online
T003847,2025-03-11 21:48:00,A0200,Apple,Electronics,176.55,US,in_store
T001855,2025-01-04 17:25:00,A0133,Apple,Electronics,335.9,US,online
T001689,2025-04-01 09:29:00,A0011,BestBuy,Electronics,186.05,US,in_store
T000407,2025-01-30 11:42:00,A0118,Target,Retail,213.45,US,atm
T005032,2025-04-17 10:04:00,A0036,BestBuy,Electronics,290.93,US,online
T001843,2025-01-31 15:57:00,A0176,Apple,Electronics,262.58,US,online
T004475,2025-02-03 11:58:00,A0019,BestBuy,Electronics,155.88,US,online
T003570,2025-04-07 17:48:00,A0064,Target,Retail,5.3,CA,atm
T003494,2025-03-18 20:29:00,A0042,Walmart,Retail,39.3,US,in_store
T000866,2025-04-16 21:47:00,A0119,Amazon,Retail,334.87,US,atm
T002519,2025-01-06 10:56:00,A0041,Apple,Electronics,303.81,US,atm
T002181,2025-01-16 14:11:00,A0188,Costco,Retail,7.49,US,in_store
T002293,2025-05-03 19:13:00,A0063,Shell,Fuel,267.29,US,mobile
T004459,2025-03-06 19:51:00,A0100,Delta Airlines,Travel,18.11,US,mobile
T002683,2025-05-15 21:31:00,A0195,BestBuy,Electronics,49.44,US,atm
T003679,2025-01-03 19:43:00,A0156,Target,Retail,135.9,US,online
T002125,2025-05-26 11:06:00,A0073,Walmart,Retail,160.99,US,online
T001834,2025-04-14 21:16:00,A0160,Costco,Retail,218.7,US,in_store
T002607,2025-05-13 19:51:00,A0104,Starbucks,Food,344.74,US,atm
T002972,2025-01-22 17:38:00,A0183,Delta Airlines,Travel,274.67,US,in_store
T002226,2025-03-03 07:41:00,A0059,Marriott,Travel,225.29,US,in_store
T000968,2025-02-15 09:42:00,A0128,Amazon,Retail,26.34,US,atm
T002741,2025-05-16 14:40:00,A0102,Shell,Fuel,260.97,US,mobile
T002727,2025-04-29 18:14:00,A0014,Netflix,Subscription,36.48,US,atm
T000010,2025-02-23 17:17:00,A0091,BestBuy,Electronics,374.98,US,online
T000758,2025-04-24 10:47:00,A0099,Amazon,Retail,83.68,DE,online
T000175,2025-02-02 19:36:00,A0063,Shell,Fuel,32.1,GB,in_store
T003329,2025-05-19 21:05:00,A0036,BestBuy,Electronics,205.26,US,in_store
T002048,2025-05-01 10:42:00,A0198,Target,Retail,123.03,US,mobile
T000996,2025-05-17 17:52:00,A0121,Costco,Retail,360.28,US,atm
T005018,2025-03-14 02:02:00,A0144,Shell,Fuel,823.72,US,online
T003881,2025-05-22 11:56:00,A0078,Starbucks,Food,398.58,US,atm
T000890,2025-05-28 09:32:00,A0155,Walmart,Retail,165.25,US,online
T003125,2025-02-19 10:46:00,A0025,Walmart,Retail,93.1,US,online
T003047,2025-04-13 11:36:00,A0128,Target,Retail,239.27,US,online
T002810,2025-02-12 17:51:00,A0068,Apple,Electronics,35.08,GB,online
T004914,2025-01-03 17:54:00,A0008,Apple,Electronics,357.01,US,atm
T003668,2025-02-17 10:47:00,A0013,BestBuy,Electronics,193.92,US,online
T003935,2025-05-17 11:43:00,A0003,Starbucks,Food,99.95,US,atm
T000199,2025-04-21 08:18:00,A0089,Marriott,Travel,273.0,US,atm
T003215,2025-05-03 14:47:00,A0189,Apple,Electronics,373.74,US,mobile
T001663,2025-02-01 07:31:00,A0073,Uber,Travel,7.01,US,online
T000663,2025-04-29 15:32:00,A0035,Walmart,Retail,161.73,US,online
T000180,2025-04-25 19:23:00,A0122,Costco,Retail,239.5,US,in_store
T000710,2025-04-01 15:34:00,A0106,Amazon,Retail,281.82,US,in_store
T000839,2025-04-16 12:28:00,A0101,Amazon,Retail,75.66,US,in_store
T001514,2025-02-07 12:09:00,A0200,Apple,Electronics,181.44,US,online
T000443,2025-04-24 20:13:00,A0106,Walmart,Retail,359.15,US,online
T000381,2025-05-14 09:43:00,A0147,Apple,Electronics,71.95,US,atm
T003705,2025-02-22 14:33:00,A0033,Marriott,Travel,220.68,US,online
T003853,2025-05-21 12:32:00,A0106,BestBuy,Electronics,174.52,US,online
T000807,2025-01-04 12:44:00,A0074,Walmart,Retail,125.52,US,online
T003781,2025-04-26 18:58:00,A0094,Starbucks,Food,242.56,US,in_store
T003320,2025-04-19 14:16:00,A0141,Apple,Electronics,101.75,US,online
T001510,2025-04-03 21:59:00,A0031,Walmart,Retail,358.76,US,in_store
T004362,2025-05-16 18:49:00,A0161,Apple,Electronics,334.71,US,mobile
T000361,2025-03-12 15:18:00,A0136,Amazon,Retail,203.38,US,mobile
T000101,2025-04-29 16:39:00,A0193,Marriott,Travel,154.7,US,mobile
T003672,2025-03-08 07:11:00,A0075,Costco,Retail,369.02,US,in_store
T002647,2025-03-11 12:08:00,A0002,Shell,Fuel,338.66,US,atm
T001435,2025-05-15 18:56:00,A0045,Uber,Travel,237.59,US,online
T004097,2025-05-07 11:03:00,A0105,BestBuy,Electronics,155.27,US,in_store
T004511,2025-02-01 10:56:00,A0044,Walmart,Retail,367.24,US,online
T003520,2025-02-24 14:03:00,A0071,Apple,Electronics,292.46,US,mobile
T002359,2025-04-01 12:12:00,A0018,Uber,Travel,369.18,US,online
T002145,2025-05-16 10:15:00,A0186,Shell,Fuel,286.47,US,in_store
T003690,2025-04-04 15:10:00,A0122,Apple,Electronics,184.11,US,atm
T001722,2025-03-04 11:08:00,A0090,Delta Airlines,Travel,162.14,US,online
T002786,2025-05-21 14:19:00,A0179,Costco,Retail,155.56,US,online
T002738,2025-05-25 19:44:00,A0184,BestBuy,Electronics,254.27,US,online
T000281,2025-03-22 10:48:00,A0148,Starbucks,Food,201.81,US,mobile
T000994,2025-02-27 12:22:00,A0193,Uber,Travel,203.91,US,atm
T004539,2025-05-24 19:29:00,A0077,Shell,Fuel,235.22,US,mobile
T002524,2025-02-19 20:58:00,A0076,BestBuy,Electronics,14.19,US,mobile
T000190,2025-01-14 11:38:00,A0185,Uber,Travel,143.9,US,in_store
T001572,2025-05-28 07:23:00,A0049,Netflix,Subscription,11.4,US,online
T002278,2025-04-24 08:32:00,A0130,Starbucks,Food,187.96,US,mobile
T001602,2025-05-04 10:05:00,A0071,Netflix,Subscription,284.69,US,atm
T000914,2025-04-27 15:57:00,A0121,Target,Retail,231.72,US,mobile
T004094,2025-04-09 17:45:00,A0045,Apple,Electronics,59.86,US,mobile
T002389,2025-03-28 17:10:00,A0101,BestBuy,Electronics,191.7,US,atm
T001872,2025-01-26 09:58:00,A0087,Netflix,Subscription,125.98,US,in_store
T002372,2025-03-04 10:52:00,A0153,Amazon,Retail,176.38,US,atm
T004468,2025-04-15 12:28:00,A0002,Shell,Fuel,354.73,US,online
T004038,2025-03-02 10:18:00,A0135,Uber,Travel,11.35,US,atm
T003261,2025-03-11 20:20:00,A0196,Netflix,Subscription,49.19,US,in_store
T000650,2025-03-06 10:07:00,A0158,Starbucks,Food,270.04,US,online
T001316,2025-02-16 18:36:00,A0169,Walmart,Retail,160.45,US,in_store
T003675,2025-05-17 20:21:00,A0058,Marriott,Travel,60.57,US,in_store
T001932,2025-05-01 21:45:00,A0045,Shell,Fuel,132.48,US,online
T002788,2025-02-04 18:38:00,A0032,Marriott,Travel,76.33,US,mobile
T004751,2025-04-04 16:56:00,A0170,Starbucks,Food,22.85,DE,atm
T004924,2025-05-29 17:57:00,A0119,Uber,Travel,144.61,US,atm
T003537,2025-04-13 17:46:00,A0140,Target,Retail,16.75,US,in_store
T004051,2025-02-05 20:42:00,A0178,Apple,Electronics,172.2,US,in_store
T000326,2025-05-11 14:51:00,A0024,Amazon,Retail,184.11,US,mobile
T003740,2025-04-18 09:15:00,A0147,Marriott,Travel,307.75,US,mobile
T004351,2025-03-02 08:13:00,A0109,Apple,Electronics,265.31,US,mobile
T000209,2025-03-31 12:46:00,A0199,Marriott,Travel,326.94,US,online
T002940,2025-05-31 21:20:00,A0187,Delta Airlines,Travel,301.1,US,mobile
T001710,2025-03-28 13:16:00,A0009,Shell,Fuel,137.14,GB,online
T002060,2025-04-21 17:58:00,A0103,Amazon,Retail,90.34,US,online
T003034,2025-01-04 08:39:00,A0171,Marriott,Travel,200.97,US,online
T004410,2025-03-28 13:16:00,A0129,Walmart,Retail,93.18,US,mobile
T003635,2025-04-10 18:04:00,A0075,Delta Airlines,Travel,231.06,GB,in_store
T001236,2025-01-03 17:11:00,A0002,Apple,Electronics,224.54,US,mobile
T004227,2025-05-20 08:41:00,A0025,Uber,Travel,119.62,US,atm
T001459,2025-03-26 21:02:00,A0191,Starbucks,Food,268.15,US,atm
T002510,2025-01-13 12:19:00,A0170,Starbucks,Food,315.13,US,online
T002296,2025-01-19 16:10:00,A0132,Shell,Fuel,252.64,US,atm
T004493,2025-05-13 09:59:00,A0056,Apple,Electronics,313.81,US,online
T004976,2025-04-04 15:19:00,A0113,Apple,Electronics,171.33,US,mobile
T004593,2025-05-14 08:26:00,A0143,Costco,Retail,191.89,US,atm
T001699,2025-01-08 21:11:00,A0156,Netflix,Subscription,47.53,US,mobile
T002865,2025-01-24 16:45:00,A0072,Delta Airlines,Travel,164.11,US,mobile
T001982,2025-01-26 07:40:00,A0016,Netflix,Subscription,114.04,US,mobile
T002696,2025-01-30 09:25:00,A0024,Amazon,Retail,255.15,GB,in_store
T001528,2025-03-28 14:50:00,A0185,Marriott,Travel,279.62,US,online
T000834,2025-01-28 14:29:00,A0134,Amazon,Retail,351.72,US,mobile
T000880,2025-05-24 15:06:00,A0004,Shell,Fuel,219.3,US,atm
T004791,2025-02-10 08:35:00,A0029,Delta Airlines,Travel,103.47,US,online
T002287,2025-01-17 08:16:00,A0018,Marriott,Travel,146.27,US,in_store
T003786,2025-04-21 19:24:00,A0150,Amazon,Retail,378.96,US,atm
T000504,2025-03-19 12:08:00,A0087,Starbucks,Food,294.28,US,mobile
T000768,2025-05-05 18:28:00,A0011,Costco,Retail,121.41,US,mobile
T001783,2025-03-22 21:59:00,A0181,Amazon,Retail,176.18,US,atm
T001490,2025-03-05 20:13:00,A0165,Costco,Retail,50.89,US,atm
T004817,2025-04-15 07:54:00,A0126,Delta Airlines,Travel,169.7,US,online
T003298,2025-03-18 18:35:00,A0155,Amazon,Retail,388.35,US,in_store
T001457,2025-04-23 09:08:00,A0113,Netflix,Subscription,300.1,US,atm
T005004,2025-04-25 06:00:00,A0166,Apple,Electronics,15000,US,online
T001187,2025-02-08 21:36:00,A0170,Amazon,Retail,391.2,US,atm
T000986,2025-03-20 09:45:00,A0172,Target,Retail,343.88,MX,online
T002277,2025-04-16 08:00:00,A0056,Marriott,Travel,55.71,US,online
T001378,2025-05-02 19:21:00,A0125,Delta Airlines,Travel,174.63,US,atm
T003683,2025-02-09 09:49:00,A0173,Apple,Electronics,397.19,CA,in_store
T001159,2025-02-23 14:41:00,A0007,Starbucks,Food,261.65,US,in_store
T001389,2025-01-23 08:27:00,A0044,BestBuy,Electronics,16.54,US,mobile
T000229,2025-02-19 12:43:00,A0121,Delta Airlines,Travel,393.85,US,atm
T005097,2025-03-29 04:00:00,A0069,Starbucks,Food,585.0,NG,online
T002610,2025-03-27 15:28:00,A0004,Walmart,Retail,276.27,US,in_store
T003995,2025-01-13 21:56:00,A0007,BestBuy,Electronics,271.98,US,atm
T000423,2025-03-13 16:34:00,A0137,Starbucks,Food,132.84,US,atm
T001132,2025-04-02 18:35:00,A0114,Target,Retail,185.82,US,in_store
T003579,2025-02-17 16:33:00,A0066,Apple,Electronics,77.88,US,in_store
T003095,2025-01-27 20:58:00,A0187,Target,Retail,258.67,US,mobile
T003426,2025-01-27 08:48:00,A0124,Walmart,Retail,335.19,US,mobile
T004377,2025-05-25 10:22:00,A0013,BestBuy,Electronics,204.21,US,online
T001507,2025-02-27 07:14:00,A0001,Apple,Electronics,157.23,US,atm
T004209,2025-02-27 12:44:00,A0129,Apple,Electronics,362.0,US,online
T003772,2025-05-18 10:06:00,A0131,Walmart,Retail,127.99,US,mobile
T003048,2025-02-21 13:56:00,A0108,Netflix,Subscription,173.52,US,atm
T001477,2025-03-12 10:37:00,A0061,Apple,Electronics,39.46,US,in_store
T001628,2025-03-17 18:05:00,A0197,Netflix,Subscription,225.61,US,in_store
T001978,2025-03-07 11:53:00,A0054,Netflix,Subscription,14.35,US,mobile
T003944,2025-01-24 14:10:00,A0177,Walmart,Retail,196.72,US,in_store
T000605,2025-03-29 12:53:00,A0001,Marriott,Travel,385.95,US,atm
T002011,2025-01-22 17:41:00,A0059,Apple,Electronics,351.0,US,atm
T000627,2025-01-11 13:17:00,A0097,Costco,Retail,109.37,US,atm
T000635,2025-05-13 20:49:00,A0007,Netflix,Subscription,208.15,US,mobile
T003165,2025-03-19 08:48:00,A0152,Target,Retail,231.77,US,mobile
T004316,2025-02-12 18:07:00,A0164,Target,Retail,222.4,US,atm
T001539,2025-03-22 08:19:00,A0013,Amazon,Retail,392.31,CA,atm
T004849,2025-04-07 19:58:00,A0191,Amazon,Retail,335.81,US,atm
T005037,2025-04-17 10:09:00,A0036,BestBuy,Electronics,394.32,US,online
T003341,2025-01-08 17:57:00,A0033,Uber,Travel,378.87,US,atm
T003749,2025-05-01 17:52:00,A0059,Delta Airlines,Travel,27.36,US,mobile
T004412,2025-03-22 09:15:00,A0055,Starbucks,Food,216.88,US,atm
T004631,2025-03-19 09:00:00,A0078,Starbucks,Food,68.23,US,in_store
T001845,2025-04-06 09:59:00,A0098,BestBuy,Electronics,398.2,US,mobile
T000692,2025-02-22 13:35:00,A0194,Costco,Retail,195.57,US,mobile
T003410,2025-04-28 17:11:00,A0181,Apple,Electronics,24.68,US,in_store
T001408,2025-02-25 19:47:00,A0054,Shell,Fuel,295.45,US,atm
T000906,2025-05-05 17:27:00,A0037,Starbucks,Food,38.44,US,mobile
T002401,2025-02-16 13:02:00,A0185,Amazon,Retail,254.46,US,atm
T003833,2025-01-08 08:42:00,A0168,BestBuy,Electronics,247.51,US,online
T004776,2025-05-08 12:26:00,A0173,Marriott,Travel,394.56,US,online
T004065,2025-02-05 17:40:00,A0036,Apple,Electronics,210.37,US,atm
T003900,2025-04-26 12:42:00,A0111,Apple,Electronics,87.24,US,atm
T002002,2025-03-25 20:20:00,A0018,Shell,Fuel,264.98,US,atm
T003333,2025-03-21 09:59:00,A0106,Shell,Fuel,141.05,US,online
T001728,2025-04-23 17:48:00,A0061,Target,Retail,381.45,US,mobile
T001397,2025-04-04 19:43:00,A0198,Starbucks,Food,210.3,US,in_store
T002309,2025-05-19 15:20:00,A0183,Shell,Fuel,320.22,US,in_store
T003804,2025-03-31 08:29:00,A0063,Uber,Travel,341.33,US,mobile
T004008,2025-03-21 14:20:00,A0123,Netflix,Subscription,204.75,US,online
T000544,2025-04-12 17:59:00,A0130,Walmart,Retail,274.06,US,atm
T004298,2025-04-13 13:04:00,A0071,Uber,Travel,293.42,US,mobile
T001788,2025-05-06 15:39:00,A0018,Shell,Fuel,285.45,US,mobile
T000433,2025-02-10 14:29:00,A0032,Amazon,Retail,396.78,US,in_store
T002948,2025-02-24 18:08:00,A0168,BestBuy,Electronics,344.8,MX,online
T001087,2025-03-18 20:27:00,A0192,Apple,Electronics,130.87,US,in_store
T004961,2025-05-27 16:24:00,A0195,Shell,Fuel,28.87,US,mobile
T001705,2025-04-23 13:40:00,A0018,Apple,Electronics,350.22,US,online
T004317,2025-01-15 19:36:00,A0160,Costco,Retail,124.92,US,online
T002819,2025-04-23 21:49:00,A0116,Apple,Electronics,306.84,US,atm
T002332,2025-05-25 10:41:00,A0176,BestBuy,Electronics,30.55,US,online
T001272,2025-05-04 18:49:00,A0062,Netflix,Subscription,323.87,US,in_store
T002243,2025-03-19 14:24:00,A0001,BestBuy,Electronics,229.4,US,online
T001165,2025-05-05 15:37:00,A0103,BestBuy,Electronics,246.54,US,mobile
T003458,2025-03-10 19:17:00,A0033,Walmart,Retail,68.87,US,online
T003822,2025-04-14 17:33:00,A0158,Netflix,Subscription,172.18,US,atm
T001356,2025-04-29 11:29:00,A0098,Uber,Travel,153.18,US,mobile
T005055,2025-03-28 22:03:00,A0167,BestBuy,Electronics,591.7,US,online
T002912,2025-01-12 15:39:00,A0110,BestBuy,Electronics,389.06,US,online
T000255,2025-02-06 20:38:00,A0008,Marriott,Travel,313.62,US,in_store
T002022,2025-01-25 14:31:00,A0158,BestBuy,Electronics,333.28,US,in_store
T000070,2025-02-24 15:30:00,A0114,BestBuy,Electronics,72.03,US,atm
T000158,2025-02-18 16:16:00,A0057,Marriott,Travel,303.45,DE,in_store
T002522,2025-04-01 19:23:00,A0041,Uber,Travel,347.18,US,in_store
T001925,2025-05-18 15:25:00,A0129,Shell,Fuel,344.33,US,mobile
T002442,2025-02-13 09:41:00,A0086,Delta Airlines,Travel,281.78,US,online
T001977,2025-02-05 14:49:00,A0166,Uber,Travel,12.69,US,in_store
T003433,2025-01-05 21:13:00,A0119,Walmart,Retail,163.02,US,mobile
T003190,2025-01-03 12:15:00,A0156,Shell,Fuel,373.09,US,atm
T003018,2025-02-11 21:45:00,A0037,Costco,Retail,11.67,US,atm
T001182,2025-05-10 09:05:00,A0074,Uber,Travel,152.11,CA,mobile
T000608,2025-02-18 18:21:00,A0118,Walmart,Retail,304.07,US,online
T001833,2025-03-14 20:58:00,A0071,Apple,Electronics,235.87,US,atm
T004904,2025-03-30 20:59:00,A0141,Target,Retail,369.5,US,atm
T000889,2025-01-29 12:30:00,A0122,Target,Retail,339.08,US,atm
T000517,2025-01-14 08:21:00,A0041,Shell,Fuel,389.89,US,atm
T003267,2025-03-01 10:25:00,A0188,Uber,Travel,305.59,US,online
T002901,2025-02-15 09:40:00,A0014,Amazon,Retail,165.42,US,atm
T001163,2025-01-03 08:40:00,A0086,BestBuy,Electronics,175.56,US,mobile
T001516,2025-04-09 12:20:00,A0047,Target,Retail,172.41,US,mobile
T000737,2025-01-21 10:10:00,A0191,Apple,Electronics,45.69,US,mobile
T002353,2025-04-22 19:40:00,A0056,Starbucks,Food,182.73,US,in_store
T004884,2025-05-05 15:48:00,A0143,Amazon,Retail,362.94,US,online
T003746,2025-05-25 11:26:00,A0088,Delta Airlines,Travel,221.76,US,mobile
T002020,2025-04-29 13:54:00,A0122,Costco,Retail,178.96,US,online
T002035,2025-03-30 11:28:00,A0033,Apple,Electronics,223.55,US,in_store
T004671,2025-05-24 20:22:00,A0192,Costco,Retail,153.57,US,in_store
T003584,2025-04-22 07:19:00,A0096,Walmart,Retail,102.59,US,in_store
T003409,2025-02-17 21:28:00,A0199,Uber,Travel,329.43,US,atm
T001229,2025-01-01 20:29:00,A0011,Delta Airlines,Travel,119.25,US,online
T001351,2025-04-19 09:38:00,A0063,Shell,Fuel,124.72,US,mobile
T001797,2025-03-08 21:03:00,A0103,Uber,Travel,196.77,US,atm
T001830,2025-05-01 08:00:00,A0039,Uber,Travel,282.08,US,online
T000625,2025-04-05 19:37:00,A0058,Costco,Retail,296.69,US,in_store
T002720,2025-01-28 09:53:00,A0123,Uber,Travel,187.39,US,online
T000550,2025-03-20 18:45:00,A0156,Marriott,Travel,113.77,US,atm
T004720,2025-02-13 17:28:00,A0022,Shell,Fuel,287.93,US,atm
T003100,2025-05-17 11:45:00,A0101,Uber,Travel,366.37,CA,in_store
T002080,2025-02-04 12:55:00,A0178,BestBuy,Electronics,102.52,US,in_store
T004343,2025-02-07 16:22:00,A0032,Walmart,Retail,121.62,US,online
T000319,2025-04-14 17:32:00,A0041,BestBuy,Electronics,309.09,US,online
T002093,2025-04-08 18:30:00,A0105,Starbucks,Food,339.67,US,online
T003782,2025-04-23 10:06:00,A0170,Costco,Retail,160.43,US,in_store
T001363,2025-05-03 07:58:00,A0063,Netflix,Subscription,254.23,US,online
T001509,2025-01-29 10:06:00,A0044,Uber,Travel,146.14,US,atm
T003492,2025-01-11 07:45:00,A0166,Shell,Fuel,247.74,US,online
T002859,2025-03-02 09:01:00,A0178,Walmart,Retail,57.42,US,atm
T002464,2025-03-06 19:15:00,A0073,Marriott,Travel,372.89,US,in_store
T001444,2025-05-07 19:55:00,A0142,Amazon,Retail,385.06,US,in_store
T003232,2025-05-27 17:54:00,A0006,Starbucks,Food,334.19,US,mobile
T001480,2025-02-09 07:08:00,A0137,Shell,Fuel,170.19,US,atm
T003970,2025-03-28 19:58:00,A0117,Shell,Fuel,230.07,US,in_store
T001692,2025-02-05 11:50:00,A0118,Marriott,Travel,124.66,US,online
T001818,2025-04-16 11:47:00,A0065,Netflix,Subscription,334.56,US,atm
T004248,2025-03-11 21:58:00,A0156,Target,Retail,338.19,US,in_store
T001362,2025-04-05 18:03:00,A0163,Marriott,Travel,157.21,US,in_store
T003234,2025-02-23 10:52:00,A0150,Netflix,Subscription,40.32,US,atm
T003169,2025-04-29 10:18:00,A0106,Target,Retail,210.0,US,atm
T001190,2025-02-22 21:34:00,A0115,Delta Airlines,Travel,316.39,US,mobile
T004186,2025-04-07 15:35:00,A0056,Shell,Fuel,6.18,US,in_store
T003628,2025-01-21 08:12:00,A0057,Marriott,Travel,343.18,US,mobile
T005008,2025-02-24 17:00:00,A0105,Apple,Electronics,10000,US,online
T004168,2025-01-21 11:44:00,A0034,BestBuy,Electronics,44.39,US,mobile
T002681,2025-04-25 16:52:00,A0047,Delta Airlines,Travel,178.32,US,in_store
T000558,2025-03-18 20:10:00,A0130,Marriott,Travel,351.22,US,atm
T002344,2025-03-11 15:52:00,A0197,Amazon,Retail,202.86,US,mobile
T004173,2025-05-01 09:39:00,A0156,Apple,Electronics,140.93,US,online
T004225,2025-05-15 21:50:00,A0177,BestBuy,Electronics,95.67,US,mobile
T003020,2025-02-17 09:46:00,A0184,Netflix,Subscription,164.99,US,in_store
T004314,2025-04-01 15:23:00,A0037,Shell,Fuel,110.68,US,atm
T005011,2025-01-24 14:00:00,A0014,Apple,Electronics,5000,US,online
T000472,2025-04-07 20:47:00,A0195,BestBuy,Electronics,126.47,US,in_store
T004908,2025-04-17 14:35:00,A0027,Costco,Retail,342.25,US,atm
T003911,2025-01-01 11:05:00,A0009,Amazon,Retail,291.88,US,atm
T001154,2025-02-24 09:05:00,A0048,BestBuy,Electronics,392.96,US,online
T004346,2025-04-18 19:22:00,A0004,Uber,Travel,355.13,US,mobile
T002100,2025-01-25 20:43:00,A0089,Starbucks,Food,241.89,US,in_store
T001205,2025-02-24 14:30:00,A0178,Amazon,Retail,299.87,US,atm
T003122,2025-04-22 10:29:00,A0060,Marriott,Travel,289.48,US,mobile
T003545,2025-03-14 12:49:00,A0029,Delta Airlines,Travel,246.15,US,mobile
T000062,2025-02-15 16:16:00,A0067,Amazon,Retail,47.82,US,atm
T003178,2025-03-02 07:09:00,A0107,Target,Retail,316.38,US,online
T002766,2025-04-07 13:34:00,A0157,Shell,Fuel,289.54,US,mobile
T003659,2025-04-23 10:43:00,A0018,BestBuy,Electronics,255.75,US,mobile
T001588,2025-02-10 12:13:00,A0142,Walmart,Retail,41.84,US,online
T004205,2025-04-10 10:51:00,A0030,BestBuy,Electronics,81.82,US,in_store
T002056,2025-05-25 13:38:00,A0144,Costco,Retail,348.81,US,mobile
T003039,2025-01-08 14:21:00,A0173,BestBuy,Electronics,232.83,US,mobile
T001073,2025-01-15 17:15:00,A0090,Shell,Fuel,97.68,US,online
T001243,2025-02-20 20:40:00,A0002,Apple,Electronics,48.82,US,mobile
T001345,2025-04-17 17:52:00,A0134,Uber,Travel,301.47,US,atm
T004198,2025-05-17 17:06:00,A0142,Amazon,Retail,175.9,US,in_store
T004031,2025-05-10 21:24:00,A0168,Shell,Fuel,5.43,US,online
T004404,2025-03-28 20:26:00,A0027,Delta Airlines,Travel,74.01,US,online
T003314,2025-04-14 14:15:00,A0191,Delta Airlines,Travel,48.94,US,online
T002356,2025-04-17 07:15:00,A0034,Starbucks,Food,359.33,US,atm
T000508,2025-03-23 21:51:00,A0047,Delta Airlines,Travel,92.25,US,online
T004503,2025-03-29 14:34:00,A0049,Apple,Electronics,132.63,US,atm
T003546,2025-04-08 16:11:00,A0007,Walmart,Retail,248.69,US,mobile
T000999,2025-02-22 15:40:00,A0039,Amazon,Retail,120.8,US,in_store
T000169,2025-01-25 10:56:00,A0030,Costco,Retail,58.59,US,atm
T005013,2025-03-14 20:00:00,A0175,Apple,Electronics,15000,US,online
T001387,2025-05-08 19:05:00,A0033,Uber,Travel,333.78,US,mobile
T003997,2025-04-26 17:36:00,A0109,Apple,Electronics,14.06,US,in_store
T000325,2025-05-14 14:07:00,A0084,Marriott,Travel,86.13,US,mobile
T002965,2025-04-11 10:43:00,A0111,Uber,Travel,243.84,US,in_store
T004262,2025-05-13 12:01:00,A0148,Uber,Travel,133.06,US,atm
T002155,2025-03-22 16:57:00,A0160,Target,Retail,192.66,US,in_store
T003473,2025-03-06 20:08:00,A0178,Starbucks,Food,388.45,US,in_store
T003171,2025-05-30 15:01:00,A0075,Uber,Travel,119.56,US,in_store
T001716,2025-01-07 19:50:00,A0015,Shell,Fuel,216.0,US,online
T002809,2025-01-04 21:51:00,A0114,Uber,Travel,181.22,US,mobile
T003811,2025-03-07 21:35:00,A0175,Apple,Electronics,195.04,US,in_store
T002649,2025-01-15 12:55:00,A0107,Delta Airlines,Travel,205.04,CA,mobile
T001496,2025-04-25 10:46:00,A0040,BestBuy,Electronics,176.39,US,mobile
T001485,2025-04-23 19:32:00,A0043,Apple,Electronics,227.19,US,mobile
T003557,2025-02-14 17:55:00,A0141,Uber,Travel,334.0,US,atm
T001407,2025-02-11 16:08:00,A0118,Target,Retail,279.9,US,in_store
T002067,2025-01-24 17:25:00,A0185,Netflix,Subscription,250.61,US,in_store
T000404,2025-04-21 13:01:00,A0048,BestBuy,Electronics,247.57,US,mobile
T001455,2025-05-05 07:09:00,A0032,Marriott,Travel,103.8,US,mobile
T003217,2025-04-21 11:57:00,A0097,Netflix,Subscription,25.8,US,online
T000539,2025-04-17 16:41:00,A0187,Walmart,Retail,79.23,US,mobile
T001125,2025-05-24 07:37:00,A0034,Starbucks,Food,107.82,US,mobile
T004147,2025-01-14 18:32:00,A0191,Target,Retail,95.29,US,in_store
